target_loss,encoder_loss,confounder_loss,epoch,step
24.5555419921875,18.37483024597168,24.5555419921875,0,49
18.330318450927734,16.017120361328125,18.330318450927734,0,99
27.350284576416016,17.366226196289062,27.350284576416016,0,149
17.80982780456543,15.146520614624023,17.80982780456543,0,199
21.51091766357422,15.761066436767578,21.51091766357422,0,249
19.865894317626953,15.033960342407227,19.865894317626953,0,299
18.825782775878906,14.969015121459961,18.825782775878906,0,349
22.04255485534668,15.855536460876465,22.04255485534668,0,399
18.850542068481445,14.74505615234375,18.850542068481445,0,449
19.56829071044922,14.424047470092773,19.56829071044922,0,499
18.37537956237793,14.475166320800781,18.37537956237793,0,549
17.895675659179688,14.988510131835938,17.895675659179688,0,599
19.04086685180664,15.033465385437012,19.04086685180664,0,649
18.690698623657227,14.55368423461914,18.690698623657227,0,699
19.38085174560547,14.871055603027344,19.38085174560547,0,749
18.74721908569336,14.351604461669922,18.74721908569336,1,799
19.074424743652344,14.564971923828125,19.074424743652344,1,849
18.05362892150879,14.494078636169434,18.05362892150879,1,899
16.631803512573242,14.450172424316406,16.631803512573242,1,949
16.818769454956055,14.357000350952148,16.818769454956055,1,999
16.526695251464844,14.78614616394043,16.526695251464844,1,1049
17.655773162841797,14.241554260253906,17.655773162841797,1,1099
15.84294605255127,13.92803955078125,15.84294605255127,1,1149
17.712432861328125,13.851652145385742,17.712432861328125,1,1199
16.867145538330078,14.653812408447266,16.867145538330078,1,1249
17.63687515258789,13.94141960144043,17.63687515258789,1,1299
18.19561004638672,14.50169563293457,18.19561004638672,1,1349
18.054763793945312,13.956591606140137,18.054763793945312,1,1399
18.547204971313477,14.411721229553223,18.547204971313477,1,1449
16.77971839904785,14.453887939453125,16.77971839904785,1,1499
16.80262565612793,13.921120643615723,16.80262565612793,1,1549
17.64675521850586,14.36794662475586,17.64675521850586,2,1599
16.044588088989258,14.164522171020508,16.044588088989258,2,1649
18.452903747558594,13.942577362060547,18.452903747558594,2,1699
17.985443115234375,14.421806335449219,17.985443115234375,2,1749
18.993240356445312,14.603778839111328,18.993240356445312,2,1799
16.858699798583984,14.558156967163086,16.858699798583984,2,1849
16.31210708618164,14.369720458984375,16.31210708618164,2,1899
19.344444274902344,14.404586791992188,19.344444274902344,2,1949
17.368816375732422,14.167623519897461,17.368816375732422,2,1999
20.853282928466797,14.472694396972656,20.853282928466797,2,2049
19.23699188232422,14.098992347717285,19.23699188232422,2,2099
16.631200790405273,13.906146049499512,16.631200790405273,2,2149
17.298606872558594,13.808647155761719,17.298606872558594,2,2199
18.26603889465332,14.332001686096191,18.26603889465332,2,2249
16.573551177978516,14.003958702087402,16.573551177978516,2,2299
16.476242065429688,13.81630802154541,16.476242065429688,3,2349
17.40289306640625,14.124605178833008,17.40289306640625,3,2399
19.650991439819336,14.475118637084961,19.650991439819336,3,2449
17.947772979736328,14.024550437927246,17.947772979736328,3,2499
17.58049774169922,14.620865821838379,17.58049774169922,3,2549
16.27398681640625,14.218961715698242,16.27398681640625,3,2599
18.069599151611328,14.866571426391602,18.069599151611328,3,2649
16.670255661010742,14.095621109008789,16.670255661010742,3,2699
18.34308624267578,14.236637115478516,18.34308624267578,3,2749
16.206157684326172,14.448699951171875,16.206157684326172,3,2799
18.711429595947266,13.77667236328125,18.711429595947266,3,2849
17.116527557373047,13.818111419677734,17.116527557373047,3,2899
16.96807289123535,14.354336738586426,16.96807289123535,3,2949
18.006175994873047,14.380188941955566,18.006175994873047,3,2999
17.300487518310547,13.465784072875977,17.300487518310547,3,3049
19.3786563873291,15.052638053894043,19.3786563873291,3,3099
18.510784149169922,14.231544494628906,18.510784149169922,4,3149
17.153547286987305,14.096033096313477,17.153547286987305,4,3199
17.925376892089844,14.375993728637695,17.925376892089844,4,3249
17.020973205566406,13.988988876342773,17.020973205566406,4,3299
16.727834701538086,13.502157211303711,16.727834701538086,4,3349
18.62067413330078,14.027250289916992,18.62067413330078,4,3399
18.968488693237305,14.55264949798584,18.968488693237305,4,3449
16.93174934387207,14.140201568603516,16.93174934387207,4,3499
17.96371078491211,14.435749053955078,17.96371078491211,4,3549
18.560657501220703,14.452322006225586,18.560657501220703,4,3599
17.83582305908203,14.496807098388672,17.83582305908203,4,3649
19.51820182800293,14.060577392578125,19.51820182800293,4,3699
16.871673583984375,14.251692771911621,16.871673583984375,4,3749
18.189533233642578,14.55207633972168,18.189533233642578,4,3799
17.48029136657715,13.917820930480957,17.48029136657715,4,3849
15.974140167236328,14.168338775634766,15.974140167236328,4,3899
16.154273986816406,14.069953918457031,16.154273986816406,5,3949
17.050033569335938,14.191658020019531,17.050033569335938,5,3999
18.274770736694336,14.078197479248047,18.274770736694336,5,4049
17.821922302246094,14.663034439086914,17.821922302246094,5,4099
17.325380325317383,14.21303939819336,17.325380325317383,5,4149
17.80866241455078,14.460006713867188,17.80866241455078,5,4199
19.386131286621094,14.04442024230957,19.386131286621094,5,4249
17.544815063476562,14.102455139160156,17.544815063476562,5,4299
16.9982852935791,14.180049896240234,16.9982852935791,5,4349
17.344776153564453,14.4295072555542,17.344776153564453,5,4399
18.480588912963867,14.900135040283203,18.480588912963867,5,4449
17.079513549804688,13.807313919067383,17.079513549804688,5,4499
18.43658447265625,14.408087730407715,18.43658447265625,5,4549
17.616920471191406,14.544733047485352,17.616920471191406,5,4599
17.034996032714844,14.181584358215332,17.034996032714844,5,4649
17.659507751464844,14.106534004211426,17.659507751464844,6,4699
17.57172393798828,14.215167999267578,17.57172393798828,6,4749
19.057376861572266,14.091757774353027,19.057376861572266,6,4799
19.2569580078125,14.159391403198242,19.2569580078125,6,4849
17.446796417236328,13.814746856689453,17.446796417236328,6,4899
17.21005630493164,14.425271987915039,17.21005630493164,6,4949
18.595340728759766,14.394773483276367,18.595340728759766,6,4999
17.772167205810547,14.244939804077148,17.772167205810547,6,5049
17.268096923828125,14.339986801147461,17.268096923828125,6,5099
17.640228271484375,14.093782424926758,17.640228271484375,6,5149
16.92993927001953,14.491374969482422,16.92993927001953,6,5199
19.33681869506836,14.371269226074219,19.33681869506836,6,5249
18.265682220458984,14.377978324890137,18.265682220458984,6,5299
18.02372169494629,14.271398544311523,18.02372169494629,6,5349
15.9567232131958,13.6347074508667,15.9567232131958,6,5399
18.24441909790039,14.936990737915039,18.24441909790039,6,5449
17.32285499572754,13.987894058227539,17.32285499572754,7,5499
17.905277252197266,13.920063018798828,17.905277252197266,7,5549
17.382869720458984,14.258201599121094,17.382869720458984,7,5599
16.33503532409668,14.050281524658203,16.33503532409668,7,5649
17.99899673461914,13.945615768432617,17.99899673461914,7,5699
18.54444122314453,13.961017608642578,18.54444122314453,7,5749
18.42943000793457,14.877989768981934,18.42943000793457,7,5799
18.947086334228516,13.907318115234375,18.947086334228516,7,5849
18.49016761779785,14.55379867553711,18.49016761779785,7,5899
18.446563720703125,14.557424545288086,18.446563720703125,7,5949
17.343582153320312,14.054092407226562,17.343582153320312,7,5999
17.411846160888672,14.347267150878906,17.411846160888672,7,6049
17.159055709838867,14.30012035369873,17.159055709838867,7,6099
17.17556381225586,14.26954174041748,17.17556381225586,7,6149
16.95757293701172,13.796357154846191,16.95757293701172,7,6199
17.986719131469727,13.978275299072266,17.986719131469727,7,6249
18.5540828704834,14.108476638793945,18.5540828704834,8,6299
18.100709915161133,13.938763618469238,18.100709915161133,8,6349
16.82887840270996,14.397050857543945,16.82887840270996,8,6399
17.41748046875,14.34304428100586,17.41748046875,8,6449
18.227258682250977,14.076096534729004,18.227258682250977,8,6499
17.834901809692383,14.16958236694336,17.834901809692383,8,6549
17.183399200439453,14.338325500488281,17.183399200439453,8,6599
17.924776077270508,13.868937492370605,17.924776077270508,8,6649
17.505680084228516,14.579465866088867,17.505680084228516,8,6699
16.653091430664062,13.856893539428711,16.653091430664062,8,6749
16.986080169677734,14.099603652954102,16.986080169677734,8,6799
18.54351806640625,14.072710990905762,18.54351806640625,8,6849
16.55463218688965,13.751729965209961,16.55463218688965,8,6899
17.774803161621094,14.336141586303711,17.774803161621094,8,6949
19.06639862060547,14.30141544342041,19.06639862060547,8,6999
18.033945083618164,14.088512420654297,18.033945083618164,9,7049
16.99777603149414,14.532150268554688,16.99777603149414,9,7099
17.22881317138672,14.347496032714844,17.22881317138672,9,7149
16.97153091430664,13.811779022216797,16.97153091430664,9,7199
19.754831314086914,14.426952362060547,19.754831314086914,9,7249
17.011518478393555,13.961498260498047,17.011518478393555,9,7299
16.88825798034668,13.61988353729248,16.88825798034668,9,7349
16.96975326538086,14.374095916748047,16.96975326538086,9,7399
17.085826873779297,14.202255249023438,17.085826873779297,9,7449
18.453580856323242,14.937080383300781,18.453580856323242,9,7499
17.0704345703125,14.354373931884766,17.0704345703125,9,7549
18.257795333862305,14.854019165039062,18.257795333862305,9,7599
17.32394790649414,14.527100563049316,17.32394790649414,9,7649
18.160259246826172,14.245564460754395,18.160259246826172,9,7699
18.754257202148438,13.76020622253418,18.754257202148438,9,7749
16.982866287231445,13.792051315307617,16.982866287231445,9,7799
